V1	V2	V3	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me1	DAY4_H3K4me1	DAY0_H3K4me3	DAY4_H3K4me3	H3K27ac_FC	H3K4me1_FC	H3K4me3_FC	RNA_FC	padj
chr3	114463300	114465300	Col11a1	1	6	2	6	2	2	6	3	1	1.79325571474264	1.38258195331206e-87
chr3	115737400	115739400	S1pr1	7	7	8	12	3	3	1	1.5	1	1.16374764955587	1.65788667467866e-09
chr3	115757000	115760100	S1pr1	10	16	8	10	11	6	1.6	1.25	-1.83333333333333	1.16374764955587	1.65788667467866e-09
chr3	119946000	119951200	Ptbp2	8	13	13	14	14	12	1.625	1.07692307692308	-1.16666666666667	1.10994237790457	0.194146206770769
chr3	120010900	120012900	Ptbp2	3	3	3	5	4	5	1	1.66666666666667	1.25	1.10994237790457	0.194146206770769
chr3	120304900	120306900	Ptbp2	2	3	3	4	4	3	1.5	1.33333333333333	-1.33333333333333	1.10994237790457	0.194146206770769
chr3	121552300	121554300	Slc44a3	9	22	10	14	10	12	2.44444444444444	1.4	1.2	1.20926177697219	0.152212220997839
chr3	121735500	121737500	F3	6	17	5	18	11	7	2.83333333333333	3.6	-1.57142857142857	-1.59943502696982	5.80661109757066e-30
chr3	122646700	122648700	Fnbp1l	3	6	6	11	6	5	2	1.83333333333333	-1.2	1.03004757678724	0.545041377556532
chr3	123063800	123065800	Myoz2	3	5	3	12	4	8	1.66666666666667	4	2	-1.8391900539921	0.725463211948743
chr3	123070200	123072200	Myoz2	4	6	7	6	5	4	1.5	-1.16666666666667	-1.25	-1.8391900539921	0.725463211948743
chr3	123243400	123245400	Synpo2	6	7	5	9	5	3	1.16666666666667	1.8	-1.66666666666667	-2.80701632030783	2.37953357411601e-08
chr3	123905400	123907400	Ndst3	5	3	5	4	5	8	-1.66666666666667	-1.25	1.6	-1.93745179295482	0.756776870984869
chr3	126491000	126493000	Camk2d	3	7	6	7	7	4	2.33333333333333	1.16666666666667	-1.75	-1.01433173692513	0.758291924283408
chr3	127661200	127663200	Alpk1	5	6	7	2	4	2	1.2	-3.5	-2	-1.03507103794578	0.695921076241516
chr3	127847900	127852400	Ap1ar	9	16	17	21	13	13	1.77777777777778	1.23529411764706	1	-1.27777691264102	1.90323752139536e-09
chr3	127853100	127855100	Ap1ar	3	3	12	13	9	6	1	1.08333333333333	-1.5	-1.27777691264102	1.90323752139536e-09
chr3	130689600	130691600	Ostc	4	12	6	16	14	7	3	2.66666666666667	-2	1.86806761500711	3.62415089449045e-190
chr3	130722300	130724300	Rpl34	5	8	2	7	4	6	1.6	3.5	1.5	1.28014330086932	3.38298589711456e-20
chr3	130803000	130805000	Rpl34	7	6	5	8	5	6	-1.16666666666667	1.6	1.2	1.28014330086932	3.38298589711456e-20
chr3	130819400	130821400	Rpl34	7	12	9	14	7	5	1.71428571428571	1.55555555555556	-1.4	1.28014330086932	3.38298589711456e-20
chr3	130835600	130837600	Rpl34	3	5	3	9	11	9	1.66666666666667	3	-1.22222222222222	1.28014330086932	3.38298589711456e-20
chr3	131018900	131020900	Lef1	4	4	5	6	5	4	1	1.2	-1.25	1.47106205459257	1.36757003853688e-11
chr3	131104300	131106300	Lef1	3	5	6	13	8	4	1.66666666666667	2.16666666666667	-2	1.47106205459257	1.36757003853688e-11
chr3	132032400	132034400	Dkk2	4	10	5	15	5	7	2.5	3	1.4	-1.96233863084993	5.56853864393117e-05
chr3	133614400	133616400	Tet2	2	7	5	8	6	4	3.5	1.6	-1.5	1.21876005581998	0.0425428991768809
chr3	135401900	135403900	Slc9b1	2	4	5	7	5	5	2	1.4	1	1.13210809508818	0.935193391348432
chr3	136609100	136611100	Ppp3ca	6	7	5	13	7	3	1.16666666666667	2.6	-2.33333333333333	1.29173089619236	1.42773115595028e-40
chr3	142421600	142424600	Pdlim5	5	8	18	14	11	6	1.6	-1.28571428571429	-1.83333333333333	-1.07774420401162	0.00533069121670308
chr3	142429700	142431700	Pdlim5	1	8	4	4	11	6	8	1	-1.83333333333333	-1.07774420401162	0.00533069121670308
chr3	142433600	142435600	Pdlim5	3	4	5	9	7	4	1.33333333333333	1.8	-1.75	-1.07774420401162	0.00533069121670308
chr3	142439200	142443200	Pdlim5	12	21	18	28	20	27	1.75	1.55555555555556	1.35	-1.07774420401162	0.00533069121670308
chr3	144184600	144186600	Lmo4	5	4	6	6	5	2	-1.25	1	-2.5	1.0841083249842	0.0437801176973321
chr3	144642500	144644500	Sh3glb1	9	5	3	17	6	4	-1.8	5.66666666666667	-1.5	1.17364463386685	2.27005801331427e-09
chr3	145613900	145615900	Znhit6	6	17	11	12	11	7	2.83333333333333	1.09090909090909	-1.57142857142857	1.03782002909588	0.464328175029774
chr3	145702800	145706000	Ddah1	18	32	16	31	14	18	1.77777777777778	1.9375	1.28571428571429	-1.84223214040681	2.17370004913439e-36
chr3	145896800	145900600	Bcl10	10	22	31	32	14	7	2.2	1.03225806451613	-2	-1.09402431845591	0.010909485866625
chr3	146393700	146395700	Ssx2ip	2	11	5	8	6	8	5.5	1.6	1.33333333333333	-1.05205012302901	0.219400149675928
chr3	147423300	147425300	Ttll7	10	11	15	16	10	8	1.1	1.06666666666667	-1.25	1.79411316884573	1.569319434868e-10
chr3	147442500	147444500	Ttll7	16	18	12	15	13	10	1.125	1.25	-1.3	1.79411316884573	1.569319434868e-10
chr3	147444800	147446800	Ttll7	6	18	12	12	9	6	3	1	-1.5	1.79411316884573	1.569319434868e-10
chr3	147457200	147459200	Ttll7	9	27	17	23	7	3	3	1.35294117647059	-2.33333333333333	1.79411316884573	1.569319434868e-10
chr3	147882200	147884200	Ttll7	3	8	7	11	4	5	2.66666666666667	1.57142857142857	1.25	1.79411316884573	1.569319434868e-10
chr3	147885700	147887700	Adgrl2	3	9	8	17	8	4	3	2.125	-2	-1.78673744581926	2.8034470291173e-115
chr3	147966200	147968600	Adgrl2	5	13	8	10	8	5	2.6	1.25	-1.6	-1.78673744581926	2.8034470291173e-115
chr3	147973200	147976600	Adgrl2	6	11	11	7	10	7	1.83333333333333	-1.57142857142857	-1.42857142857143	-1.78673744581926	2.8034470291173e-115
chr3	148031500	148035800	Adgrl2	14	16	18	14	12	6	1.14285714285714	-1.28571428571429	-2	-1.78673744581926	2.8034470291173e-115
chr3	149092700	149094700	Adgrl2	5	5	10	5	10	5	1	-2	-2	-1.78673744581926	2.8034470291173e-115
chr3	149246100	149248100	Adgrl2	3	3	5	9	10	11	1	1.8	1.1	-1.78673744581926	2.8034470291173e-115
chr3	154467000	154469000	Tyw3	9	3	6	7	4	2	-3	1.16666666666667	-2	-1.4397007455148	0.0584266849195927
chr3	154570700	154572700	Tyw3	8	9	11	15	15	14	1.125	1.36363636363636	-1.07142857142857	-1.4397007455148	0.0584266849195927
chr4	6678500	6680500	Tox	7	9	13	29	13	10	1.28571428571429	2.23076923076923	-1.3	-1.13426426550988	0.0276889118313793
chr4	8666100	8668100	Chd7	3	9	8	10	3	15	3	1.25	5	1.64442937607391	2.5377340253613e-15
chr4	8684800	8687200	Chd7	7	12	6	15	10	12	1.71428571428571	2.5	1.2	1.64442937607391	2.5377340253613e-15
chr4	8909100	8911100	Chd7	8	17	9	14	7	2	2.125	1.55555555555556	-3.5	1.64442937607391	2.5377340253613e-15
chr4	8926200	8928200	Chd7	7	7	9	15	12	5	1	1.66666666666667	-2.4	1.64442937607391	2.5377340253613e-15
chr4	9026100	9030100	Chd7	11	19	14	21	21	13	1.72727272727273	1.5	-1.61538461538462	1.64442937607391	2.5377340253613e-15
chr4	9132800	9134800	Clvs1	4	5	5	9	10	3	1.25	1.8	-3.33333333333333	-2.45297600138283	9.80082253982246e-05
chr4	9136000	9138000	Clvs1	4	7	5	12	17	11	1.75	2.4	-1.54545454545455	-2.45297600138283	9.80082253982246e-05
chr4	9160700	9162700	Clvs1	5	7	7	12	13	5	1.4	1.71428571428571	-2.6	-2.45297600138283	9.80082253982246e-05
chr4	9183400	9186700	Clvs1	6	15	13	11	12	7	2.5	-1.18181818181818	-1.71428571428571	-2.45297600138283	9.80082253982246e-05
chr4	11672000	11674600	Gem	7	10	15	22	11	9	1.42857142857143	1.46666666666667	-1.22222222222222	2.36169002483102	0.435201311301062
chr4	11854100	11856100	Cdh17	5	4	7	15	5	6	-1.25	2.14285714285714	1.2	-6.02131815934577	2.14766296893293e-19
chr4	11884400	11886400	Pdp1	6	13	11	21	8	11	2.16666666666667	1.90909090909091	1.375	-2.06765068720398	8.06780987908616e-113
chr4	11954300	11956300	Pdp1	7	14	10	17	5	3	2	1.7	-1.66666666666667	-2.06765068720398	8.06780987908616e-113
chr4	12785700	12787700	Triqk	4	3	7	4	8	7	-1.33333333333333	-1.75	-1.14285714285714	2.23645161798999	1.4297752882424e-47
chr4	12791600	12793600	Triqk	10	10	4	6	6	5	1	1.5	-1.2	2.23645161798999	1.4297752882424e-47
chr4	13297200	13299200	Triqk	8	5	6	12	7	3	-1.6	2	-2.33333333333333	2.23645161798999	1.4297752882424e-47
chr4	13334900	13336900	Runx1t1	9	10	2	9	6	8	1.11111111111111	4.5	1.33333333333333	-2.97719459934277	3.34135270650964e-47
chr4	13398300	13400300	Runx1t1	7	9	11	6	7	6	1.28571428571429	-1.83333333333333	-1.16666666666667	-2.97719459934277	3.34135270650964e-47
chr4	13408200	13412200	Runx1t1	11	16	14	17	13	9	1.45454545454545	1.21428571428571	-1.44444444444444	-2.97719459934277	3.34135270650964e-47
chr4	13692900	13694900	Runx1t1	1	7	3	7	10	4	7	2.33333333333333	-2.5	-2.97719459934277	3.34135270650964e-47
chr4	14205000	14207000	Slc26a7	7	5	8	8	7	4	-1.4	1	-1.75	-1.62501776119238	5.92018871306369e-48
chr4	15290500	15292500	Tmem64	6	12	6	13	5	3	2	2.16666666666667	-1.66666666666667	-1.28853251618251	7.92626451906384e-21
chr4	22017500	22019500	Faxc	2	8	5	9	10	5	4	1.8	-2	-1.34375435005036	1.13691145337101e-15
chr4	23513100	23515100	Mms22l	3	4	4	3	7	3	1.33333333333333	-1.33333333333333	-2.33333333333333	-2.35952980789752	1.93352770681512e-46
chr4	23604800	23606800	Mms22l	5	5	3	7	6	7	1	2.33333333333333	1.16666666666667	-2.35952980789752	1.93352770681512e-46
chr4	23635700	23637700	Mms22l	6	8	4	5	5	9	1.33333333333333	1.25	1.8	-2.35952980789752	1.93352770681512e-46
chr4	23786600	23788600	Mms22l	5	4	1	7	8	4	-1.25	7	-2	-2.35952980789752	1.93352770681512e-46
chr4	23825800	23827800	Mms22l	3	4	4	3	6	6	1.33333333333333	-1.33333333333333	1	-2.35952980789752	1.93352770681512e-46
chr4	23843500	23845500	Mms22l	6	5	8	3	3	1	-1.2	-2.66666666666667	-3	-2.35952980789752	1.93352770681512e-46
chr4	23981800	23985100	Mms22l	9	5	6	7	9	6	-1.8	1.16666666666667	-1.5	-2.35952980789752	1.93352770681512e-46
chr4	23993300	23995300	Mms22l	3	4	10	3	8	2	1.33333333333333	-3.33333333333333	-4	-2.35952980789752	1.93352770681512e-46
chr4	24213000	24215000	Mms22l	4	4	3	9	4	3	1	3	-1.33333333333333	-2.35952980789752	1.93352770681512e-46
chr4	24218000	24220400	Mms22l	3	2	2	6	8	4	-1.5	3	-2	-2.35952980789752	1.93352770681512e-46
chr4	24248100	24250100	Mms22l	7	4	7	6	3	9	-1.75	-1.16666666666667	3	-2.35952980789752	1.93352770681512e-46
chr4	32161000	32163000	Bach2	1	8	6	12	9	9	8	2	1	-1.43684538763744	0.0207858285144536
chr4	34308400	34310400	Akirin2	4	6	14	10	8	9	1.5	-1.4	1.125	1.03411402959476	0.272828746607175
chr4	34336500	34338500	Akirin2	5	6	5	8	7	11	1.2	1.6	1.57142857142857	1.03411402959476	0.272828746607175
chr4	40770500	40772500	Smu1	10	15	13	15	15	13	1.5	1.15384615384615	-1.15384615384615	1.02982191919528	0.581080053630056
chr4	40780800	40782800	Smu1	6	22	16	19	8	7	3.66666666666667	1.1875	-1.14285714285714	1.02982191919528	0.581080053630056
chr4	40798400	40800400	Smu1	15	32	23	18	11	4	2.13333333333333	-1.27777777777778	-2.75	1.02982191919528	0.581080053630056
chr4	40801400	40803400	Smu1	6	18	9	16	6	6	3	1.77777777777778	1	1.02982191919528	0.581080053630056
chr4	40868000	40871800	B4galt1	11	26	24	33	21	19	2.36363636363636	1.375	-1.10526315789474	-1.0998179353201	0.000206058265876629
chr4	40873100	40875100	B4galt1	7	17	14	21	12	9	2.42857142857143	1.5	-1.33333333333333	-1.0998179353201	0.000206058265876629
chr4	40875800	40878000	B4galt1	12	18	23	21	17	9	1.5	-1.0952380952381	-1.88888888888889	-1.0998179353201	0.000206058265876629
chr4	41053900	41057600	Aqp7	10	23	17	19	20	14	2.3	1.11764705882353	-1.42857142857143	-1.21083335719709	0.684827301889204
chr4	41283900	41285900	Ubap2	8	15	13	6	7	6	1.875	-2.16666666666667	-1.16666666666667	-1.53449001097952	3.77848248778399e-42
chr4	41329400	41333400	Dcaf12	13	34	33	29	21	23	2.61538461538462	-1.13793103448276	1.0952380952381	1.21671717309417	1.15441119809308e-14
chr4	41335400	41337400	Ubap1	7	15	7	26	10	15	2.14285714285714	3.71428571428571	1.5	-1.11609424430793	0.0491955899036776
chr4	45578100	45580100	Shb	5	13	11	13	9	5	2.6	1.18181818181818	-1.8	2.56372953709267	1.34601148946388e-49
chr4	46433000	46435600	Anp32b	6	19	9	13	14	7	3.16666666666667	1.44444444444444	-2	-1.37719502759536	1.25753819755781e-24
chr4	46444400	46446400	Anp32b	4	8	6	9	9	10	2	1.5	1.11111111111111	-1.37719502759536	1.25753819755781e-24
chr4	47138200	47140200	Galnt12	6	12	19	20	7	2	2	1.05263157894737	-3.5	-2.63636057625903	4.07824617654102e-07
chr4	47150800	47152800	Col15a1	2	17	18	20	5	10	8.5	1.11111111111111	2	5.17090829206721	3.90772947315581e-202
chr4	47418100	47420100	Tgfbr1	2	5	6	9	7	2	2.5	1.5	-3.5	1.07207323692281	0.0393658421134318
chr4	47435000	47439700	Alg2	11	25	19	21	32	25	2.27272727272727	1.10526315789474	-1.28	-1.01896135858492	0.642827962703191
chr4	47697800	47699800	Sec61b	2	6	11	9	7	6	3	-1.22222222222222	-1.16666666666667	1.95572290053206	4.25289917511173e-134
chr4	47771700	47773700	Nr4a3	4	6	9	5	4	4	1.5	-1.8	1	5.1826971701343	1.90714226287755e-56
chr4	48753800	48755800	Cavin4	3	4	4	10	5	8	1.33333333333333	2.5	1.6	1.36069534062125	1.46185918569657e-26
chr4	49559600	49561600	Aldob	6	3	13	1	7	9	-2	-13	1.28571428571429	-4.04496322167348	0.526199143502384
chr4	53624000	53626000	Fsd1l	5	14	8	5	11	7	2.8	-1.6	-1.57142857142857	1.04856863193119	0.573049483105738
chr4	53796200	53798200	Tal2	5	21	5	14	7	11	4.2	2.8	1.57142857142857	1.81432150072819	0.322460282291871
chr4	53798700	53800700	Tal2	8	15	11	20	14	10	1.875	1.81818181818182	-1.4	1.81432150072819	0.322460282291871
chr4	54027400	54031000	Tmem38b	6	12	20	14	17	19	2	-1.42857142857143	1.11764705882353	1.19252469468755	0.000812773989354868
chr4	54031300	54034200	Tmem38b	3	6	13	11	12	6	2	-1.18181818181818	-2	1.19252469468755	0.000812773989354868
chr4	54071800	54074000	Tmem38b	11	6	6	8	4	4	-1.83333333333333	1.33333333333333	1	1.19252469468755	0.000812773989354868
chr4	54353100	54355100	Tmem38b	6	12	5	6	6	3	2	1.2	-2	1.19252469468755	0.000812773989354868
chr4	54370600	54372600	Tmem38b	10	16	5	11	9	7	1.6	2.2	-1.28571428571429	1.19252469468755	0.000812773989354868
chr4	54533200	54535200	Zfp462	4	7	7	9	3	5	1.75	1.28571428571429	1.66666666666667	-1.57918892245761	1.69044855990349e-08
chr4	54601100	54603100	Zfp462	4	6	9	7	6	7	1.5	-1.28571428571429	1.16666666666667	-1.57918892245761	1.69044855990349e-08
chr4	54611300	54614300	Zfp462	14	13	10	8	6	5	-1.07692307692308	-1.25	-1.2	-1.57918892245761	1.69044855990349e-08
chr4	54623600	54625600	Zfp462	3	5	4	4	7	9	1.66666666666667	1	1.28571428571429	-1.57918892245761	1.69044855990349e-08
chr4	55540200	55542200	Klf4	5	18	15	20	11	6	3.6	1.33333333333333	-1.83333333333333	4.9391502067068	0
chr4	55649500	55653500	Klf4	12	29	19	28	20	20	2.41666666666667	1.47368421052632	1	4.9391502067068	0
chr4	55843100	55845100	Klf4	7	19	18	15	9	4	2.71428571428571	-1.2	-2.25	4.9391502067068	0
chr4	56051200	56053200	Klf4	11	23	13	18	8	5	2.09090909090909	1.38461538461538	-1.6	4.9391502067068	0
chr4	56112900	56114900	Klf4	14	22	19	28	16	11	1.57142857142857	1.47368421052632	-1.45454545454545	4.9391502067068	0
chr4	58661700	58665700	Lpar1	4	22	22	33	22	11	5.5	1.5	-2	-1.19479824434182	6.56631006522856e-20
chr4	62805100	62807100	Rgs3	8	8	3	7	10	6	1	2.33333333333333	-1.66666666666667	1.57350481044358	2.27394185805867e-48
chr4	62941600	62943600	Zfp618	5	10	6	9	11	7	2	1.5	-1.57142857142857	3.80063307862631	0.000199407927128843
chr4	63185400	63188000	Kif12	1	11	8	7	7	4	11	-1.14285714285714	-1.75	-4.29535929030581	0.444263816034465
chr4	63189600	63192700	Kif12	10	19	13	17	9	16	1.9	1.30769230769231	1.77777777777778	-4.29535929030581	0.444263816034465
chr4	80891800	80893800	Lurap1l	6	5	3	5	7	2	-1.2	1.66666666666667	-3.5	-3.05359738029137	3.0997205442009e-40
chr4	81482300	81485400	Mpdz	5	11	13	13	17	16	2.2	1	-1.0625	-1.38545445417836	2.70893106028006e-23
chr4	81560600	81562600	Mpdz	2	16	8	16	4	4	8	2	1	-1.38545445417836	2.70893106028006e-23
chr4	81563000	81569400	Mpdz	17	18	24	28	14	21	1.05882352941176	1.16666666666667	1.5	-1.38545445417836	2.70893106028006e-23
chr4	81579000	81584000	Mpdz	11	14	21	25	15	9	1.27272727272727	1.19047619047619	-1.66666666666667	-1.38545445417836	2.70893106028006e-23
chr4	82734300	82736300	Nfib	4	4	6	12	9	8	1	2	-1.125	-1.40356765995588	1.07234126069711e-29
chr4	82755400	82759300	Nfib	9	16	12	16	10	6	1.77777777777778	1.33333333333333	-1.66666666666667	-1.40356765995588	1.07234126069711e-29
chr4	82761900	82763900	Nfib	9	16	11	15	10	8	1.77777777777778	1.36363636363636	-1.25	-1.40356765995588	1.07234126069711e-29
chr4	82764600	82766600	Nfib	5	7	11	13	6	3	1.4	1.18181818181818	-2	-1.40356765995588	1.07234126069711e-29
chr4	83080405	83082405	Frem1	5	4	8	12	11	5	-1.25	1.5	-2.2	-3.37018886291665	3.44815906581831e-10
chr4	83107700	83109700	Frem1	3	11	2	12	8	13	3.66666666666667	6	1.625	-3.37018886291665	3.44815906581831e-10
chr4	83144900	83146900	Ttc39b	5	8	3	7	6	3	1.6	2.33333333333333	-2	1.10701324372137	0.0473840041534408
chr4	83171200	83173200	Ttc39b	10	13	11	11	12	9	1.3	1	-1.33333333333333	1.10701324372137	0.0473840041534408
chr4	83210700	83212700	Ttc39b	7	16	9	12	7	2	2.28571428571429	1.33333333333333	-3.5	1.10701324372137	0.0473840041534408
chr4	83214500	83216500	Ttc39b	7	17	14	16	7	8	2.42857142857143	1.14285714285714	1.14285714285714	1.10701324372137	0.0473840041534408
chr4	84172000	84174000	Bnc2	4	1	3	1	2	1	-4	-3	-2	-1.70771333762837	0.175145477081026
chr4	84766800	84768800	Bnc2	2	7	2	5	2	3	3.5	2.5	1.5	-1.70771333762837	0.175145477081026
chr4	86684900	86686900	Plin2	3	12	12	12	2	2	4	1	1	1.21389345474262	0.000407235969250677
chr4	86688800	86691900	Plin2	5	8	14	6	16	8	1.6	-2.33333333333333	-2	1.21389345474262	0.000407235969250677
chr4	86724300	86726300	Dennd4c	3	8	4	3	6	7	2.66666666666667	-1.33333333333333	1.16666666666667	1.40709544044199	5.04043033559905e-28
chr4	86738400	86740400	Dennd4c	5	9	11	14	10	6	1.8	1.27272727272727	-1.66666666666667	1.40709544044199	5.04043033559905e-28
chr4	86954500	86956500	Acer2	5	3	4	5	5	8	-1.66666666666667	1.25	1.6	2.41535189125325	0.174670046446443
chr4	87657500	87659500	Mllt3	4	7	2	3	3	3	1.75	1.5	1	-1.20419992126697	0.00450939461396921
chr4	87730500	87732500	Mllt3	3	2	4	7	7	7	-1.5	1.75	1	-1.20419992126697	0.00450939461396921
chr4	88475800	88477800	Hacd4	5	12	10	8	5	3	2.4	-1.25	-1.66666666666667	-2.83226028546118	1.43264824970162e-72
chr4	100030600	100034400	Ror1	6	16	10	14	9	10	2.66666666666667	1.4	1.11111111111111	-2.14228848598736	2.62147370966297e-63
chr4	100041100	100043100	Ror1	5	9	3	4	6	8	1.8	1.33333333333333	1.33333333333333	-2.14228848598736	2.62147370966297e-63
chr4	100047700	100049700	Ror1	8	11	14	7	6	4	1.375	-2	-1.5	-2.14228848598736	2.62147370966297e-63
chr4	100706400	100708400	Cachd1	4	11	5	9	7	6	2.75	1.8	-1.16666666666667	-2.37043706893016	1.09499281262818e-50
chr4	105382800	105384800	Plpp3	7	5	3	3	5	7	-1.4	1	1.4	-3.77450913141219	6.68161515419641e-132
chr4	105534800	105536800	Plpp3	2	5	5	3	4	3	2.5	-1.66666666666667	-1.33333333333333	-3.77450913141219	6.68161515419641e-132
chr4	106642400	106644800	Pars2	1	6	6	8	2	8	6	1.33333333333333	4	-1.29326729563872	0.070596826959775
chr4	106824800	106827800	Acot11	20	12	12	20	4	8	-1.66666666666667	1.66666666666667	2	2.82765976484655	3.0537183722384e-77
chr4	106858900	106860900	Ssbp3	15	19	16	24	8	4	1.26666666666667	1.5	-2	-1.81729711536366	1.19562735597278e-99
chr4	106861600	106867600	Ssbp3	29	37	28	47	18	10	1.27586206896552	1.67857142857143	-1.8	-1.81729711536366	1.19562735597278e-99
chr4	108317700	108319700	Coa7	5	8	6	7	6	8	1.6	1.16666666666667	1.33333333333333	1.13295784636872	0.349229369981904
chr4	108322700	108324700	Coa7	9	14	10	13	9	11	1.55555555555556	1.3	1.22222222222222	1.13295784636872	0.349229369981904
chr4	108344000	108346400	Coa7	5	6	4	13	10	8	1.2	3.25	-1.25	1.13295784636872	0.349229369981904
chr4	108424300	108426300	Gpx7	6	4	5	5	14	8	-1.5	1	-1.75	1.10989968181892	0.010909485866625
chr4	108989300	108991300	Nrd1	10	10	7	6	11	4	1	-1.16666666666667	-2.75	1.05896244996482	0.376018740431237
chr4	109984700	109986700	Dmrta2	2	5	2	6	2	5	2.5	3	2.5	-2.65391820101402	0.110436416931521
chr4	110050900	110052900	Dmrta2	3	8	4	6	2	1	2.66666666666667	1.5	-2	-2.65391820101402	0.110436416931521
chr4	114356400	114360300	Trabd2b	4	11	27	19	21	14	2.75	-1.42105263157895	-1.5	-2.47462102947319	8.76833790205727e-47
chr4	118314400	118316400	Ptprf	3	8	8	12	10	1	2.66666666666667	1.5	-10	-1.24472227658177	8.61267969086552e-08
chr4	118330700	118332700	Hyi	6	11	12	18	11	7	1.83333333333333	1.5	-1.57142857142857	-1.93474558424873	9.63820108227139e-18
chr4	119140450	119142450	Zfp691	5	11	8	9	6	6	2.2	1.125	1	1.499678358169	0.0297967594355042
chr4	119720600	119722600	Hivep3	2	5	8	7	2	2	2.5	-1.14285714285714	1	1.58568880162319	0.000656582386306753
chr4	120247000	120250600	Foxo6	4	4	11	22	11	10	1	2	-1.1	-2.06189325632622	0.645686763572289
chr4	120388600	120390600	Scmh1	2	4	3	9	5	4	2	3	-1.25	-1.29498430522251	0.000321936367017063
chr4	120843100	120846800	Rims3	10	6	13	14	15	11	-1.66666666666667	1.07692307692308	-1.36363636363636	16.2789140464178	0.00667211707772371
chr4	122890400	122892400	Cap1	10	12	12	17	7	6	1.2	1.41666666666667	-1.16666666666667	1.19100599442292	1.62253931344289e-24
chr4	122908100	122910900	Cap1	7	15	10	10	11	14	2.14285714285714	1	1.27272727272727	1.19100599442292	1.62253931344289e-24
chr4	123225200	123227200	Heyl	5	5	11	13	11	2	1	1.18181818181818	-5.5	1.24448274109232	0.726068408934372
chr4	123227300	123229300	Heyl	3	4	6	7	7	4	1.33333333333333	1.16666666666667	-1.75	1.24448274109232	0.726068408934372
chr4	123989200	123992500	Rragc	3	9	9	7	4	10	3	-1.28571428571429	2.5	1.43876576278861	2.90094212524669e-39
chr4	124034000	124039300	Rragc	14	16	15	17	15	13	1.14285714285714	1.13333333333333	-1.15384615384615	1.43876576278861	2.90094212524669e-39
chr4	124047500	124049500	Rragc	2	2	1	6	5	4	1	6	-1.25	1.43876576278861	2.90094212524669e-39
chr4	124949300	124952400	Cdca8	9	8	11	30	11	8	-1.125	2.72727272727273	-1.375	-2.73153265622984	4.01360861508139e-110
chr4	125158000	125160000	Zc3h12a	5	5	5	8	4	4	1	1.6	1	-1.04990741964129	0.710397279201051
chr4	126277700	126279700	Col8a2	7	12	12	9	3	9	1.71428571428571	-1.33333333333333	3	-1.61795289114252	1.21545267646144e-74
chr4	126281000	126283000	Col8a2	8	10	10	14	9	8	1.25	1.4	-1.125	-1.61795289114252	1.21545267646144e-74
chr4	127251400	127253400	Smim12	7	10	5	5	6	3	1.42857142857143	1	-2	1.04062371525181	0.58926530195502
chr4	127257500	127259500	Smim12	4	8	11	10	10	4	2	-1.1	-2.5	1.04062371525181	0.58926530195502
chr4	127288100	127290100	Gja4	4	4	4	1	5	3	1	-4	-1.66666666666667	1.59069291746678	0.55079827386874
chr4	127418400	127420400	Gjb5	1	4	3	4	4	5	4	1.33333333333333	1.25	-1.7856594151535	0.413046528170769
