chr	promoter_starts	promoter_ends	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me3	DAY4_H3K4me3	H3K27ac_FC	H3K4me3_FC	fragMEAN	log2FoldChange	padj
chr10	18209890	18211890	Ect2l	5	9	5	7	1.8	1.4	6.5	1.11116986148538	NA
chr11	50356879	50358879	Mir804	3	3	10	10	0	0	6.5	NA	NA
chr12	109594397	109596397	Mir3071	12	4	6	4	-3	-1.5	6.5	NA	NA
chr19	6828944	6830944	Mir5046	12	7	6	1	-1.71428571428571	-6	6.5	NA	NA
chr2	37687284	37689284	Mir5128	7	5	6	8	-1.4	1.33333333333333	6.5	NA	NA
chr16	18164170	18166170	Mir6366	5	7	9	5	1.4	-1.8	6.5	NA	NA
chr17	24239947	24241947	Mir6965	10	5	4	7	-2	1.75	6.5	NA	NA
chr2	93421007	93423007	Mir7001	10	8	4	4	-1.25	0	6.5	NA	NA
chr8	72469089	72471089	Mir7068	11	6	5	4	-1.83333333333333	-1.25	6.5	NA	NA
chr10	78444157	78446157	Mir6908	9	10	2	5	1.11111111111111	2.5	6.5	NA	NA
chr12	85244985	85246985	Mir6938	6	8	8	4	1.33333333333333	-2	6.5	NA	NA
chr7	79731903	79733903	Plin1	7	7	6	6	0	0	6.5	0.0597238465546356	0.952578633903504
chr5	140999582	141001582	Card11	9	4	10	3	-2.25	-3.33333333333333	6.5	NA	NA
chr15	101711898	101713898	Krt5	9	11	3	3	1.22222222222222	0	6.5	-2.42418669311206	NA
chr17	40241288	40243288	Crisp3	8	8	3	7	0	2.33333333333333	6.5	NA	NA
chr7	19698188	19700188	Apoe	6	9	3	8	1.5	2.66666666666667	6.5	-0.256931526328812	0.39520318103573
chr4	41097183	41099183	Aqp3	3	10	5	8	3.33333333333333	1.6	6.5	1.11115634973152	NA
chr11	70228798	70230798	Bcl6b	13	5	3	5	-2.6	1.66666666666667	6.5	1.84449396676549	0.28439869514018
chr19	10829058	10831058	Cd6	6	8	9	3	1.33333333333333	-3	6.5	NA	NA
chr15	89424863	89426863	Cpt1b	11	7	7	1	-1.57142857142857	-7	6.5	0.309365446024777	0.284997309929645
chr9	57652631	57654631	Csk	15	5	5	1	-3	-5	6.5	-0.0402739510847708	0.470117242609357
chr2	76359450	76361450	Cyct	14	2	4	6	-7	1.5	6.5	-0.24027334805338	NA
chr11	102027461	102029461	Mpp3	3	7	5	11	2.33333333333333	2.2	6.5	0.00092529944074054	0.999493159114535
chr2	103302278	103304278	Ehf	12	3	6	5	-4	-1.2	6.5	2.18679992775124	2.93560678370288e-22
chr6	42372268	42374268	Epha1	11	4	7	4	-2.75	-1.75	6.5	-0.122526094097731	0.90669263246673
chr2	91635414	91637414	F2	4	9	9	4	2.25	-2.25	6.5	1.11116310560845	NA
chr1	170975547	170977547	Fcgr2b	11	6	6	3	-1.83333333333333	-2	6.5	-0.0288428752215764	0.938951748155984
chr19	24900197	24902197	Foxd4	6	6	10	4	0	-2.5	6.5	NA	NA
chr19	3413544	3415544	Gal	7	4	13	2	-1.75	-6.5	6.5	NA	NA
chr11	106300865	106302865	Gh	8	7	5	6	-1.14285714285714	1.2	6.5	0.38982909723421	NA
chr12	52027063	52029063	Gpr33	11	3	4	8	-3.66666666666667	2	6.5	NA	NA
chr13	113099981	113101981	Gzma	9	2	8	7	-4.5	-1.14285714285714	6.5	NA	NA
chr6	52203587	52205587	Hoxa5	4	3	9	10	-1.33333333333333	1.11111111111111	6.5	-0.764056907747817	3.86338638757096e-10
chr16	16862985	16864985	Igll1	10	9	5	2	-1.11111111111111	-2.5	6.5	-2.32621639794849	NA
chr11	53617669	53619669	Il4	10	4	7	5	-2.5	-1.4	6.5	-0.548997273104211	0.283717123853249
chr1	171534294	171536294	Itln1	7	6	6	7	-1.16666666666667	1.16666666666667	6.5	NA	NA
chr7	131321292	131323292	Cuzd1	7	6	5	8	-1.16666666666667	1.6	6.5	-3.04020146445958	0.113407082954913
chr11	100206548	100208548	Krt14	7	9	8	2	1.28571428571429	-4	6.5	1.87422532890741	1.30597279623987e-08
chr19	40993535	40995535	Blnk	3	4	8	11	1.33333333333333	1.375	6.5	1.72503531977431	0.414162834989847
chr18	60590788	60592788	Myoz3	11	9	3	3	-1.22222222222222	0	6.5	0.38982909723421	NA
chr6	57899990	57901990	Vmn1r22	12	7	4	3	-1.71428571428571	-1.33333333333333	6.5	NA	NA
chr6	56651487	56653487	Pde1c	5	7	5	9	1.4	1.8	6.5	-0.449035941217295	0.559436279698571
chr4	140809648	140811648	Padi3	7	13	4	2	1.85714285714286	-2	6.5	-1.32010812868073	0.489232812850244
chr2	92400263	92402263	Mapk8ip1	17	0	6	3	-Inf	-2	6.5	0.128986242948715	0.0518816094816679
chr16	79090097	79092097	Tmprss15	9	4	6	7	-2.25	1.16666666666667	6.5	NA	NA
chr11	62788462	62790462	Zfp286	4	6	14	2	1.5	-7	6.5	-0.331477887569045	NA
chr17	34971156	34973156	Hspa1a	10	11	4	1	1.1	-4	6.5	0.725323109868582	0.625079253223467
chr6	122800640	122802640	Slc2a3	6	5	10	5	-1.2	-2	6.5	0.204691572395193	0.608262202766991
chr11	102365203	102367203	Slc4a1	6	4	11	5	-1.5	-2.2	6.5	NA	NA
chr16	23889958	23891958	Sst	4	4	13	5	0	-2.6	6.5	0.38982909723421	NA
chr16	45692658	45694658	Tmprss7	10	8	5	3	-1.25	-1.66666666666667	6.5	-0.331491399322901	NA
chr7	135527654	135529654	Clrn3	5	3	5	13	-1.66666666666667	2.6	6.5	NA	NA
chr6	116672952	116674952	Rassf4	10	4	7	5	-2.5	-1.4	6.5	1.82573489306998	0.424881647023618
chr1	36273679	36275679	Neurl3	5	12	6	3	2.4	-2	6.5	-0.256381590576722	0.751457953439948
chr10	64089277	64091277	Lrrtm3	6	6	11	3	0	-3.66666666666667	6.5	NA	NA
chr11	90389895	90391895	Hlf	10	6	5	5	-1.66666666666667	0	6.5	0.389822924654343	NA
chr11	99088306	99090306	Tns4	6	11	6	3	1.83333333333333	-2	6.5	0.639625278081354	0.545239403177001
chr14	16818156	16820156	Rarb	14	7	3	2	-2	-1.5	6.5	-0.0126358194576997	0.995634844849534
chr10	60695490	60697490	Cdh23	6	3	7	10	-2	1.42857142857143	6.5	0.83863072013051	0.102868760807557
chr16	30404975	30406975	Atp13a3	10	6	6	4	-1.66666666666667	-1.5	6.5	-0.318502437321558	1.26526917859085e-05
chr1	165708393	165710393	Rcsd1	3	6	9	8	2	-1.125	6.5	-0.827990660625695	0.364204922252165
chr1	74193631	74195631	Cxcr1	10	8	4	4	-1.25	0	6.5	NA	NA
chr1	130628621	130630621	Zp3r	3	6	12	5	2	-2.4	6.5	NA	NA
chr2	110949923	110951923	Ano3	7	5	6	8	-1.4	1.33333333333333	6.5	0.0819426464484793	0.71099353452256
chr11	53479274	53481274	Sowaha	9	5	6	6	-1.8	0	6.5	0.389854265474949	NA
chr13	59730752	59732752	Spata31d1d	12	6	5	3	-2	-1.66666666666667	6.5	-1.59002444235307	NA
chr15	77955722	77957722	Foxred2	7	11	4	4	1.57142857142857	0	6.5	-1.52892218596607	2.46952484297006e-49
chr16	55296986	55298986	Zpld1	10	6	6	4	-1.66666666666667	-1.5	6.5	NA	NA
chr7	141099572	141101572	Sigirr	8	7	4	7	-1.14285714285714	1.75	6.5	0.712977104987891	0.712231841941236
chr1	133689108	133691108	Lax1	12	10	0	4	-1.2	Inf	6.5	1.95659795607797	5.42485859649196e-05
chr5	65091132	65093132	Tmem156	7	11	4	4	1.57142857142857	0	6.5	1.11118791950022	NA
chr6	129451000	129453000	Clec1a	6	4	13	3	-1.5	-4.33333333333333	6.5	NA	NA
chr8	84184217	84186217	Nanos3	7	5	7	7	-1.4	0	6.5	0.389851951236465	NA
chr1	74884419	74886419	Fev	5	3	14	4	-1.66666666666667	-3.5	6.5	1.11116986148538	NA
chr2	84885710	84887710	Rtn4rl2	4	5	12	5	1.25	-2.4	6.5	0.0614416931478587	0.976268219717864
chr5	24729727	24731727	Wdr86	6	8	10	2	1.33333333333333	-5	6.5	1.07904525910402	0.480575114097072
chr9	58203306	58205306	Islr	8	1	11	6	-8	-1.83333333333333	6.5	-0.850868320963948	5.86391537215953e-95
chr2	120313165	120315165	Pla2g4f	7	7	4	8	0	2	6.5	2.49676755201899	0.0284882011708396
chr10	77969563	77971563	Trpm2	8	5	6	7	-1.6	1.16666666666667	6.5	-0.303563713932936	0.642569832564969
chr8	105995423	105997423	Dpep2	7	5	8	6	-1.4	-1.33333333333333	6.5	1.36948843424331	5.1660953229752e-08
chr9	58203319	58205319	Islr2	8	1	11	6	-8	-1.83333333333333	6.5	1.13400319631798	0.496352462456192
chr15	53901537	53903537	Samd12	4	6	6	10	1.5	1.66666666666667	6.5	-0.31395400962431	NA
chr2	44064324	44066324	Arhgap15os	6	8	8	4	1.33333333333333	-2	6.5	-1.67597054029389	0.572011117017834
chr11	69804624	69806624	Tmem102	3	5	9	9	1.66666666666667	0	6.5	0.482724198078825	0.515965898759834
chr10	79644738	79646738	Odf3l2	10	7	5	4	-1.42857142857143	-1.25	6.5	4.63108623450933	0.000197988163585095
chr4	101346027	101348027	Mir101a	5	6	7	8	1.2	1.14285714285714	6.5	NA	NA
chr6	131684744	131686744	Tas2r104	12	2	6	6	-6	0	6.5	NA	NA
chr18	44195177	44197177	Spink11	6	3	8	9	-2	1.125	6.5	NA	NA
chr2	152489138	152491138	Defb22	10	3	4	9	-3.33333333333333	2.25	6.5	NA	NA
chr7	102115828	102117828	Chrna10	14	8	3	1	-1.75	-3	6.5	-1.73263364717085	NA
chr6	66636752	66638752	Vmn1r34	6	3	12	5	-2	-2.4	6.5	NA	NA
chr13	12463944	12465944	Lgals8	5	5	8	8	0	0	6.5	0.0794164170641057	0.260044527560514
chr6	131686495	131688495	Tas2r105	8	6	6	6	-1.33333333333333	0	6.5	NA	NA
chr7	141428491	141430491	Cend1	12	6	4	4	-2	0	6.5	NA	NA
chr11	97114331	97116331	Tbx21	7	4	10	5	-1.75	-2	6.5	0.389822341357282	NA
chr4	120747612	120749612	Kcnq4	7	7	8	4	0	-2	6.5	-0.331477887569045	NA
chr10	130496396	130498396	Vmn2r87	5	5	5	11	0	2.2	6.5	-0.331495054310524	NA
chr4	59437633	59439633	Susd1	13	6	3	4	-2.16666666666667	1.33333333333333	6.5	1.94832439418566	1.71094191667642e-18
chr4	123322634	123324634	Oxct2a	10	2	7	7	-5	0	6.5	3.09330262976824	0.000238330882254213
chr19	11080102	11082102	Ms4a8a	7	7	4	8	0	2	6.5	0.38982909723421	NA
chr13	21467509	21469509	Nkapl	5	4	13	4	-1.25	-3.25	6.5	2.02565082502137	0.319187821992314
chr7	22842605	22844605	Vmn1r159	6	10	6	4	1.66666666666667	-1.5	6.5	NA	NA
chr11	4122415	4124415	Sec14l2	6	11	5	4	1.83333333333333	-1.25	6.5	0.462070947451077	0.00388148765526333
chr9	106095783	106097783	Col6a4	7	1	13	5	-7	-2.6	6.5	0.331593119420319	0.682842530342005
chr7	140101441	140103441	Fuom	5	6	8	7	1.2	-1.14285714285714	6.5	0.0271200060059053	0.971013572016058
chr11	32823605	32825605	Smim23	12	6	6	2	-2	-3	6.5	NA	NA
chr3	95141360	95143360	Tnfaip8l2	12	7	4	3	-1.71428571428571	-1.33333333333333	6.5	0.838234746302464	0.386420246664426
chr15	58388383	58390383	Anxa13	6	9	7	4	1.5	-1.75	6.5	1.6353266034766	0.32290502855689
chr10	62230251	62232251	Tspan15	6	8	5	7	1.33333333333333	1.4	6.5	1.60379785364268	0.262631740840164
chr1	65031759	65033759	Akr1cl	0	2	16	8	Inf	-2	6.5	0.322590474388488	NA
chr12	87237732	87239732	Noxred1	7	4	7	8	-1.75	1.14285714285714	6.5	0.666114693004866	0.560846267612812
chr2	118278430	118280430	Fsip1	11	5	7	3	-2.2	-2.33333333333333	6.5	-0.591905328868596	0.216512750233137
chr11	101986013	101988013	Dusp3	6	4	10	6	-1.5	-1.66666666666667	6.5	0.807974636968073	1.08152762578726e-24
chr15	83032306	83034306	Nfam1	9	4	5	8	-2.25	1.6	6.5	0.751185280633723	0.501530952696562
chr2	152539098	152541098	Defb29	8	7	9	2	-1.14285714285714	-4.5	6.5	NA	NA
chr4	45825923	45827923	Igfbpl1	6	8	10	2	1.33333333333333	-5	6.5	NA	NA
chr9	70141560	70143560	Fam81a	7	3	10	6	-2.33333333333333	-1.66666666666667	6.5	2.16778876472235	7.85772320235591e-14
chr16	17123496	17125496	Mir301b	5	7	8	6	1.4	-1.33333333333333	6.5	NA	NA
chr15	103309612	103311612	Gpr84	4	7	8	7	1.75	-1.14285714285714	6.5	1.11029206386573	NA
chr7	5412396	5414396	Vmn1r58	8	8	10	0	0	-Inf	6.5	0.0821670642627839	0.83438354158372
chr3	97887707	97889707	Pde4dip	5	7	8	6	1.4	-1.33333333333333	6.5	1.19247365319403	1.09387377770509e-129
chr2	180103488	180105488	Hrh3	2	4	9	11	2	1.22222222222222	6.5	0.0942303879763729	0.919688117542293
chr3	92284417	92286417	Sprr2a3	1	10	11	3	10	-3.66666666666667	6.25	NA	NA
chr7	20416942	20418942	Vmn1r100	6	11	2	6	1.83333333333333	3	6.25	NA	NA
chr12	55238326	55240326	Srp54c	9	9	4	3	0	-1.33333333333333	6.25	0.336727965213586	2.07823263353725e-18
chr3	90069020	90071020	Mir190b	3	5	8	9	1.66666666666667	1.125	6.25	NA	NA
chr2	10472931	10474931	Mir467c	8	6	5	6	-1.33333333333333	1.2	6.25	NA	NA
chr17	40631075	40633075	Esp3	7	5	10	3	-1.4	-3.33333333333333	6.25	NA	NA
chr15	12170492	12172492	Mir1898	9	8	4	4	-1.125	0	6.25	NA	NA
chr7	110045364	110047364	Snora23	9	5	5	6	-1.8	1.2	6.25	0.744371081438715	0.464566745665795
chr7	30514122	30516122	Arhgap33os	5	8	8	4	1.6	-2	6.25	0.389822341357282	NA
chr2	133563708	133565708	Mir3090	6	9	5	5	1.5	0	6.25	NA	NA
chr4	40992695	40994695	Mir3094	8	8	4	5	0	1.25	6.25	NA	NA
chr9	52114623	52116623	Mir6244	13	6	6	0	-2.16666666666667	-Inf	6.25	NA	NA
chr10	79861587	79863587	Mir6910	12	5	4	4	-2.4	0	6.25	NA	NA
chr19	6345480	6347480	Mir6989	5	4	7	9	-1.25	1.28571428571429	6.25	NA	NA
chr2	29994950	29996950	Mir6997	8	10	7	0	1.25	-Inf	6.25	NA	NA
chr8	117458265	117460265	Mir7078	6	13	4	2	2.16666666666667	-2	6.25	NA	NA
chr2	92593602	92595602	Mir7222	8	2	12	3	-4	-4	6.25	NA	NA
chr2	31611421	31613421	Mir6998	4	9	6	6	2.25	0	6.25	NA	NA
chr4	133194655	133196655	Mir7017	8	7	7	3	-1.14285714285714	-2.33333333333333	6.25	NA	NA
chr17	27357097	27359097	Mir7218	5	4	8	8	-1.25	0	6.25	NA	NA
chr2	92591206	92593206	Mir7221	3	4	11	7	1.33333333333333	-1.57142857142857	6.25	NA	NA
chr9	108080498	108082498	Mir7088	3	12	4	6	4	1.5	6.25	NA	NA
chr9	120129415	120131415	Snora62	10	4	7	4	-2.5	-1.75	6.25	-0.178662391328166	0.941359315895029
chr15	98707207	98709207	Ccdc65	7	2	10	6	-3.5	-1.66666666666667	6.25	0.194386788425744	0.757809374827944
chr7	81858001	81860001	Tm6sf1	7	3	11	4	-2.33333333333333	-2.75	6.25	-1.81809662017657	0.403306231437987
chr8	70071924	70073924	Tm6sf2	9	6	7	3	-1.5	-2.33333333333333	6.25	-0.433411985363392	0.455534364667634
chr5	8045078	8047078	Sri	9	7	3	6	-1.28571428571429	2	6.25	-0.205840048883783	1.11577344083361e-05
chr14	26692274	26694274	Dnah12	4	5	11	5	1.25	-2.2	6.25	-0.622664807250217	0.690930232670275
chr8	70722720	70724720	Pde4c	10	8	6	1	-1.25	-6	6.25	0.00466924927131652	0.994471506718764
chr2	65619771	65621771	Scn2a	5	5	8	7	0	-1.14285714285714	6.25	0.600491285654635	6.50064523226462e-13
chr1	40579081	40581081	Slc9a4	10	4	8	3	-2.5	-2.66666666666667	6.25	3.7765665526279	2.52321812421234e-10
chr6	89713203	89715203	Vmn1r40	12	6	2	5	-2	2.5	6.25	-0.331477887569045	NA
chr17	25307646	25309646	Prss28	5	6	10	4	1.2	-2.5	6.25	NA	NA
chr3	105903421	105905421	Adora3	7	5	8	5	-1.4	-1.6	6.25	0.845831525065683	0.333479113072664
chr7	81056600	81058600	Alpk3	6	6	9	4	0	-2.25	6.25	1.64877315335796	0.40332751983499
chr9	75774364	75776364	Bmp5	4	6	6	9	1.5	1.5	6.25	NA	NA
chr7	19403776	19405776	Ckm	9	2	1	13	-4.5	13	6.25	-0.973634707102979	0.653650127398184
chr13	24326404	24328404	Cmah	2	14	3	6	7	2	6.25	-0.460941300820391	0.0254732045333013
chr9	54763748	54765748	Crabp1	15	3	7	0	-5	-Inf	6.25	NA	NA
chr19	39509862	39511862	Cyp2c39	4	10	3	8	2.5	2.66666666666667	6.25	NA	NA
chr10	127047250	127049250	Cyp27b1	3	11	4	7	3.66666666666667	1.75	6.25	0.561597294221401	0.015442739141326
chr14	70772272	70774272	Dok2	8	9	4	4	1.125	0	6.25	-1.0454703768789	0.280601388738229
chr8	40674077	40676077	Adam24	3	6	7	9	2	1.28571428571429	6.25	NA	NA
chr8	105082753	105084753	Ces3b	7	4	9	5	-1.75	-1.8	6.25	NA	NA
chr13	95695853	95697853	F2rl2	8	5	9	3	-1.6	-3	6.25	-0.198782695385156	0.894381977939051
chr4	130307595	130309595	Fabp3	1	7	7	10	7	1.42857142857143	6.25	5.67440212716378	1.69223918891576e-141
chr18	52692690	52694690	Gykl1	5	8	6	6	1.6	0	6.25	4.2800513882634	0.00782798737585461
chr12	98267635	98269635	Gpr65	6	8	10	1	1.33333333333333	-10	6.25	NA	NA
chr8	94973751	94975751	Adgrg1	5	6	9	5	1.2	-1.8	6.25	-0.801360525021922	0.0791940813976342
chr2	163505808	163507808	Hnf4a	5	7	9	4	1.4	-2.25	6.25	1.11116986148538	NA
chr10	118440046	118442046	Ifng	3	2	12	8	-1.5	-1.5	6.25	NA	NA
chr18	60802848	60804848	Cd74	9	11	3	2	1.22222222222222	-1.5	6.25	-1.74416539528262	7.4986131540872e-13
chr11	44399063	44401063	Il12b	7	8	4	6	1.14285714285714	1.5	6.25	NA	NA
chr6	48738054	48740054	Gimap1	11	4	5	5	-2.75	0	6.25	-0.377756362824272	0.782701496785227
chr7	44571380	44573380	Napsa	7	1	15	2	-7	-7.5	6.25	-2.07815142777343	NA
chr3	88604966	88606966	Arhgef2	11	4	3	7	-2.75	2.33333333333333	6.25	0.165522244551327	0.0923973859359899
chr7	46860203	46862203	Ldhc	7	6	10	2	-1.16666666666667	-5	6.25	0.38982909723421	NA
chr11	4256557	4258557	Lif	9	5	5	6	-1.8	1.2	6.25	0.466613015286325	0.0433697504218821
chr17	20810618	20812618	Vmn1r229	6	6	8	5	0	-1.6	6.25	-0.0377696851939508	0.881481769623155
chr17	20501299	20503299	Vmn1r225	4	8	8	5	2	-1.6	6.25	NA	NA
chr16	48430237	48432237	Morc1	10	7	5	3	-1.42857142857143	-1.66666666666667	6.25	2.39807153649008	0.0718023729395591
chr19	6417731	6419731	Nrxn2	4	2	9	10	-2	1.11111111111111	6.25	-3.60784551058586	0.0714857100007531
chr9	65667001	65669001	Oaz2	7	8	1	9	1.14285714285714	9	6.25	0.042765471744127	0.399572905349255
chr2	173152048	173154048	Pck1	14	6	4	1	-2.33333333333333	-4	6.25	-1.05297251177051	NA
chr7	3302522	3304522	Prkcg	6	12	5	2	2	-2.5	6.25	-0.596787247521826	0.00165507800145792
chr11	98803905	98805905	Casc3	6	6	9	4	0	-2.25	6.25	-0.0166389741347804	0.708386242047733
chr3	93392699	93394699	Rptn	5	8	8	4	1.6	-2	6.25	NA	NA
chr7	121733479	121735479	Scnn1g	4	3	9	9	-1.33333333333333	0	6.25	NA	NA
chr11	83661584	83663584	Ccl4	13	2	5	5	-6.5	0	6.25	NA	NA
chr10	21881184	21883184	Sgk1	9	11	3	2	1.22222222222222	-1.5	6.25	-0.202360248435522	0.00110979151678851
chr2	125151505	125153505	Slc12a1	6	4	5	10	-1.5	2	6.25	-2.24971906154841	0.0898568269453579
chr17	12583132	12585132	Slc22a2	8	6	6	5	-1.33333333333333	-1.2	6.25	-1.59166336454857	0.58563219200992
chr5	33103219	33105219	Slc5a1	4	5	8	8	1.25	0	6.25	0.738019373499629	0.572373313858072
chr11	83064112	83066112	Slfn2	7	4	6	8	-1.75	1.33333333333333	6.25	-1.56386492873237	NA
chr19	4710167	4712167	Sptbn2	7	8	6	4	1.14285714285714	-1.5	6.25	0.372996702114552	0.397059711801725
chr9	58062788	58064788	Stra6	2	8	10	5	4	-2	6.25	-0.0359395724591701	0.988349773876858
chr8	72188638	72190638	Hsh2d	10	5	6	4	-2	-1.5	6.25	-0.955584869414855	0.690308936967595
chr10	23959494	23961494	Taar4	6	7	7	5	1.16666666666667	-1.4	6.25	NA	NA
chr14	26572856	26574856	Dennd6a	8	3	3	11	-2.66666666666667	3.66666666666667	6.25	-0.0984426629086306	0.111753255057885
chr10	127723478	127725478	Tac2	5	7	9	4	1.4	-2.25	6.25	0.38982909723421	NA
chr1	132190431	132192431	Lemd1	9	4	8	4	-2.25	-2	6.25	-2.80836745712897	0.0164965227146578
chr5	135352295	135354295	Trim50	6	7	6	6	1.16666666666667	0	6.25	-1.07464362015626	NA
chr11	70129329	70131329	Mgl2	6	9	6	4	1.5	-1.5	6.25	2.11072697688832	0.199347435109868
chr11	115461474	115463474	Slc16a5	7	8	6	4	1.14285714285714	-1.5	6.25	0.241975227675933	0.365586417464563
chr13	111679979	111681979	Mier3	6	7	7	5	1.16666666666667	-1.4	6.25	-0.281525025897641	0.000413147325800548
chr7	142497836	142499836	Tnnt3	8	10	4	3	1.25	-1.33333333333333	6.25	-1.75424031318111	0.0164163018088356
chr16	17893223	17895223	Tssk1	7	7	4	7	0	1.75	6.25	-1.51994940338216	0.0434786687571
chr10	5638218	5640218	Vip	8	5	3	9	-1.6	3	6.25	NA	NA
chr18	58555257	58557257	Slc27a6	5	2	6	12	-2.5	2	6.25	-0.417667457314448	0.543539127566035
chr18	67463866	67465866	Prelid3a	9	0	9	7	-Inf	-1.28571428571429	6.25	1.37904880935114	0.156823199258159
chr19	22138046	22140046	Trpm3	7	7	5	6	0	1.2	6.25	-0.121532574382777	0.781331586429751
chr1	91321075	91323075	Espnl	12	5	6	2	-2.4	-3	6.25	-0.988946409200548	0.0469612651635429
chr2	152910352	152912352	Mylk2	8	4	8	5	-2	-1.6	6.25	3.79420181546475	0.0142146677833575
chr3	93196278	93198278	Flg2	4	3	9	9	-1.33333333333333	0	6.25	NA	NA
chr4	116711723	116713723	Tesk2	11	4	5	5	-2.75	0	6.25	0.0903168054812949	0.511202917754661
chr5	114288166	114290166	Myo1h	5	3	6	11	-1.66666666666667	1.83333333333333	6.25	-0.656109369722631	0.0128400066136127
chr8	22623043	22625043	Dkk4	7	3	9	6	-2.33333333333333	-1.5	6.25	NA	NA
chr8	34114030	34116030	Mboat4	9	10	3	3	1.11111111111111	0	6.25	-0.0190413870445381	0.993124962830364
chr12	76323891	76325891	Akap5	7	8	6	4	1.14285714285714	-1.5	6.25	-1.10510735887524	0.0203824713052429
chr19	56873249	56875249	Vwa2	6	4	12	3	-1.5	-4	6.25	NA	NA
chr9	40873127	40875127	Bsx	7	3	4	11	-2.33333333333333	2.75	6.25	1.81993821564181	NA
chr16	78929948	78931948	Chodl	10	4	8	3	-2.5	-2.66666666666667	6.25	-1.66198526521668	2.03051852584282e-14
chr2	172976700	172978700	Spo11	11	4	7	3	-2.75	-2.33333333333333	6.25	NA	NA
chr4	141367220	141369220	Fam131c	6	3	10	6	-2	-1.66666666666667	6.25	0.412118791740657	0.127581486699418
chr6	32510073	32512073	Plxna4os1	6	7	4	8	1.16666666666667	2	6.25	NA	NA
chr18	65697268	65699268	Oacyl	8	5	7	5	-1.6	-1.4	6.25	-2.27750329308307	0.360874453858047
chr11	46234531	46236531	Fndc9	7	9	3	6	1.28571428571429	2	6.25	0.389822491013982	NA
chr8	46985887	46987887	Enpp6	6	7	6	6	1.16666666666667	0	6.25	2.64805249153897	1.05550586203276e-16
chr17	48298498	48300498	Treml2	5	7	8	5	1.4	-1.6	6.25	NA	NA
chr1	93167725	93169725	Crocc2	9	9	5	2	0	-2.5	6.25	-1.60967256935551	0.000466308173772459
chr7	128153376	128155376	Itgad	12	2	7	4	-6	-1.75	6.25	1.17402099859357	NA
chr1	128201361	128203361	Mir128-1	9	8	6	2	-1.125	-3	6.25	NA	NA
chr6	132761131	132763131	Tas2r102	4	11	4	6	2.75	1.5	6.25	NA	NA
chr2	154306227	154308227	Bpifb9b	9	7	5	4	-1.28571428571429	-1.25	6.25	NA	NA
chr11	99947475	99949475	Krtap9-5	6	7	4	8	1.16666666666667	2	6.25	NA	NA
chr6	129013112	129015112	Clec2f	4	4	4	13	0	3.25	6.25	0.389856120805197	NA
chr13	3853268	3855268	Calm5	4	7	8	6	1.75	-1.33333333333333	6.25	0.38984486153061	NA
chr3	95123476	95125476	Tmod4	10	5	3	7	-2	2.33333333333333	6.25	1.90310149705063	0.0174954315222624
chr6	121209696	121211696	Tuba8	8	7	8	2	-1.14285714285714	-4	6.25	-0.262001371322804	0.928173976358322
chr2	158511796	158513796	Arhgap40	7	5	4	9	-1.4	2.25	6.25	-0.314107014260289	NA
chr4	141981992	141983992	Fhad1os1	10	5	4	6	-2	1.5	6.25	NA	NA
chr7	66742504	66744504	Cers3	9	6	3	7	-1.5	2.33333333333333	6.25	1.18222149327285	0.204746370999237
chr12	104246905	104248905	Serpina3h	10	3	8	4	-3.33333333333333	-2	6.25	-4.90378401402293	0.0016558877136237
chr6	88221268	88223268	Dnajb8	2	8	7	8	4	1.14285714285714	6.25	1.11117899556306	NA
chr7	109702690	109704690	Akip1	3	3	13	6	0	-2.16666666666667	6.25	-0.0247723856270926	0.91367382714592
chr16	44764736	44766736	Cd200r1	10	6	4	5	-1.66666666666667	1.25	6.25	2.41881338529449	NA
chr9	44672233	44674233	Treh	11	6	5	3	-1.83333333333333	-1.66666666666667	6.25	1.81905409229485	NA
chr16	22917334	22919334	Fetub	8	4	6	7	-2	1.16666666666667	6.25	4.20429081192546	6.64952003439319e-87
chr9	21834510	21836510	Angptl8	12	7	1	5	-1.71428571428571	5	6.25	0.389854368516708	NA
chr3	60005743	60007743	Aadacl2	9	4	12	0	-2.25	-Inf	6.25	NA	NA
chr15	84323026	84325026	Parvg	13	6	4	2	-2.16666666666667	-2	6.25	-2.40165020568787	0.300911457113447
chr6	127071902	127073902	Fgf23	7	3	9	6	-2.33333333333333	-1.5	6.25	0.38982909723421	NA
chr18	36341520	36343520	Cystm1	8	5	11	1	-1.6	-11	6.25	0.781292910776033	0.0110081540652566
chr16	56047338	56049338	Senp7	4	8	2	11	2	5.5	6.25	-0.167768016354827	0.000259909155449134
chr3	19507595	19509595	Dnajc5b	10	4	6	5	-2.5	-1.2	6.25	NA	NA
chr8	13059914	13061914	Proz	6	6	9	4	0	-2.25	6.25	-0.270842860850979	0.850938876332559
chr10	79754076	79756076	Fgf22	7	5	8	5	-1.4	-1.6	6.25	-0.772356417141744	0.618494589830926
chr10	112082354	112084354	Glipr1l2	8	3	7	7	-2.66666666666667	0	6.25	NA	NA
chr9	34485125	34487125	Kirrel3	5	8	6	6	1.6	0	6.25	-0.0181270801178983	0.976268219717864
chr17	80214914	80216914	Ttc39d	9	3	6	7	-3	1.16666666666667	6.25	-1.32572558059838	0.426994495232604
