chr	enhancer_starts	enhancer_ends	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me1	DAY4_H3K4me1	H3K27ac_FC	H3K4me3_FC	fragMEAN	log2FoldChange	padj
chr14	21962200	21964200	Zfp503	2	13	6	2	6.5	-3	5.75	0.416908975497991	9.19823895035814e-14
chr14	60427000	60429000	Amer2	6	7	7	3	1.16666666666667	-2.33333333333333	5.75	NA	NA
chr14	63311000	63314800	Gata4	8	5	5	5	-1.6	0	5.75	NA	NA
chr14	66778500	66780500	Dpysl2	6	6	7	4	0	-1.75	5.75	0.486578435039804	3.64207542498838e-18
chr14	78547900	78549900	Akap11	6	5	9	3	-1.2	-3	5.75	-0.238828560020135	0.00199876139536478
chr15	3312000	3314000	Ccdc152	8	2	9	4	-4	-2.25	5.75	0.27829546949832	0.705880755458589
chr15	31395600	31397600	Ankrd33b	8	0	10	5	-Inf	-2	5.75	-0.883014789696979	0.402458109283099
chr15	31416800	31419700	Ropn1l	7	5	6	5	-1.4	-1.2	5.75	-1.38545923348707	5.8897679889618e-10
chr15	51720000	51722000	Eif3h	2	8	8	5	4	-1.6	5.75	0.0898615113380432	0.0716260673161841
chr15	98008300	98010300	Col2a1	3	2	8	10	-1.5	1.25	5.75	0.912490769493763	1.58286382266246e-08
chr16	97262700	97264700	Dscam	5	4	10	4	-1.25	-2.5	5.75	-0.331493279582545	NA
chr17	46062700	46064700	Vegfa	4	6	7	6	1.5	-1.16666666666667	5.75	0.246001850652403	0.000168390279177146
chr17	84892900	84894900	Ppm1b	8	6	4	5	-1.33333333333333	1.25	5.75	-0.396329021689372	4.12401968643594e-21
chr18	61429900	61431900	Ppargc1b	6	1	7	9	-6	1.28571428571429	5.75	-0.464277122215777	0.0315053482964394
chr19	15614000	15616000	Psat1	4	2	2	15	-2	7.5	5.75	-0.179476016511667	0.013937319655596
chr19	34758200	34760200	Slc16a12	4	5	7	7	1.25	0	5.75	0.389856361525056	NA
chr1	70916900	70919800	Bard1	8	6	6	2	-1.33333333333333	-3	5.5	-1.8710279705546	2.03746950152241e-72
chr1	128691300	128693300	Cxcr4	7	2	7	6	-3.5	-1.16666666666667	5.5	-1.90477963938834	0.428282847086772
chr1	189932600	189934600	Smyd2	4	6	6	6	1.5	0	5.5	-0.316123724132552	6.17909919265961e-15
chr2	62588300	62591100	Fap	3	5	10	4	1.66666666666667	-2.5	5.5	-1.48854487068904	0.244278905661744
chr2	74026900	74028900	Atp5g3	5	1	11	5	-5	-2.2	5.5	-0.0700085444676099	0.126367752825999
chr2	103926900	103928900	Lmo2	5	5	5	7	0	1.4	5.5	1.78533007895013	0.376776067365358
chr2	143888900	143890900	Dstn	5	9	4	4	1.8	0	5.5	-0.32711904287517	1.44625161616151e-21
chr2	152068500	152070500	Scrt2	7	6	1	8	-1.16666666666667	8	5.5	NA	NA
chr3	8767300	8769300	Hey1	1	10	8	3	10	-2.66666666666667	5.5	0.422862324252235	0.664627906022612
chr3	27727800	27729800	Fndc3b	7	5	4	6	-1.4	1.5	5.5	0.606091387825558	6.19720782203548e-63
chr3	54964500	54966500	Sertm1	5	5	5	7	0	1.4	5.5	NA	NA
chr3	101720400	101722400	Mab21l3	11	3	6	2	-3.66666666666667	-3	5.5	-0.10312459915298	0.732768152391204
chr3	104609000	104611000	Slc16a1	1	7	6	8	7	1.33333333333333	5.5	-0.138391281627211	0.0395807616839833
chr3	124066700	124068700	Tram1l1	5	5	6	6	0	0	5.5	NA	NA
chr3	127625900	127627900	Neurog2	6	4	4	8	-1.5	2	5.5	1.11115765811419	NA
chr3	144184600	144186600	Lmo4	9	6	3	4	-1.5	1.33333333333333	5.5	0.11650891915437	0.0437801176973321
chr4	23604800	23606800	Mms22l	6	4	7	5	-1.5	-1.4	5.5	-1.23849939713032	1.93352770681512e-46
chr4	54623600	54625600	Zfp462	3	6	6	7	2	1.16666666666667	5.5	-0.65918377486419	1.69044855990349e-08
chr4	83144900	83146900	Ttc39b	5	4	6	7	-1.25	1.16666666666667	5.5	0.14667248186368	0.0473840041534408
chr4	118536800	118538800	Tmem125	1	3	12	6	3	-2	5.5	0.38982909723421	NA
chr4	119720600	119722600	Hivep3	8	3	6	5	-2.66666666666667	-1.2	5.5	0.665109663596944	0.000656582386306753
chr5	43023500	43025500	Cpeb2	2	5	10	5	2.5	-2	5.5	0.286625564552669	0.0305359128123547
chr5	43087500	43089500	Cpeb2	7	5	10	0	-1.4	-Inf	5.5	0.286625564552669	0.0305359128123547
chr5	65846000	65848000	Rhoh	4	2	7	9	-2	1.28571428571429	5.5	1.11116986148538	NA
chr5	119741600	119743600	Tbx3os2	7	4	6	5	-1.75	-1.2	5.5	-1.07627162631851	NA
chr5	136716400	136718400	Myl10	4	4	5	9	0	1.8	5.5	2.25005221815452	9.70789933967957e-13
chr5	139638800	139642100	Micall2	3	8	1	10	2.66666666666667	10	5.5	-0.586020628531911	5.22175985385515e-09
chr6	11060300	11062300	AA545190	9	3	4	6	-3	1.5	5.5	NA	NA
chr6	12808700	12810700	Thsd7a	6	6	5	5	0	0	5.5	1.83140931087936	NA
chr6	126095200	126097200	Ntf3	3	7	6	6	2.33333333333333	0	5.5	1.11117723992628	NA
chr7	36132800	36136200	Zfp507	3	9	4	6	3	1.5	5.5	0.314873823847837	7.57870675211907e-11
chr7	36154500	36158300	Zfp507	12	2	4	4	-6	0	5.5	0.314873823847837	7.57870675211907e-11
chr7	36828700	36830700	Tshz3	10	3	4	5	-3.33333333333333	1.25	5.5	-0.0212886765562017	0.835625980215793
chr7	64450100	64453500	Apba2	10	3	7	2	-3.33333333333333	-3.5	5.5	NA	NA
chr7	73908000	73911200	Mir7234	7	5	4	6	-1.4	1.5	5.5	NA	NA
chr7	79201700	79203700	Mfge8	5	6	4	7	1.2	1.75	5.5	0.11255795747775	0.0106720294763896
chr7	97756400	97758400	Aqp11	9	4	4	5	-2.25	1.25	5.5	-1.73364991228487	2.8060506609515e-08
chr7	99188400	99190400	Dgat2	5	3	8	6	-1.66666666666667	-1.33333333333333	5.5	-0.602227229408809	0.00373693765344769
chr7	109190100	109193700	Lmo1	8	4	8	2	-2	-4	5.5	0.38982909723421	NA
chr7	125638300	125640300	Gtf3c1	8	3	3	8	-2.66666666666667	2.66666666666667	5.5	0.0540619050760093	0.107611697657401
chr7	141933800	141935800	Brsk2	3	6	7	6	2	-1.16666666666667	5.5	0.634712905682463	0.61488313366559
chr8	125685100	125687100	Map10	3	6	6	7	2	1.16666666666667	5.5	NA	NA
chr9	40244800	40246800	Scn3b	8	5	4	5	-1.6	1.25	5.5	NA	NA
chr9	63851300	63853300	Smad3	7	3	5	7	-2.33333333333333	1.4	5.5	0.200636378355645	3.04837512088209e-08
chr9	71606000	71608000	Myzap	5	5	5	7	0	1.4	5.5	4.75215465954282	4.46198466286313e-64
chr9	118592200	118594200	Itga9	9	2	8	3	-4.5	-2.66666666666667	5.5	-1.26213023683476	3.2897305463188e-27
chr9	123980800	123982800	Ccr1	7	5	4	6	-1.4	1.5	5.5	NA	NA
chr10	23052600	23054600	Eya4	7	1	9	5	-7	-1.8	5.5	-0.950170564293803	5.8076370893015e-83
chr10	31252200	31254200	Hddc2	4	3	6	9	-1.33333333333333	1.5	5.5	-0.00139990460140816	0.989713592243513
chr11	26724500	26726500	Vrk2	9	2	3	8	-4.5	2.66666666666667	5.5	0.192861405849622	0.0293715552841832
chr11	52646900	52648900	Fstl4	6	5	6	5	-1.2	-1.2	5.5	0.394775608244186	0.750976658411624
chr11	67017100	67019100	Tmem220	6	2	8	6	-3	-1.33333333333333	5.5	-0.762878289267786	5.59128534835397e-06
chr11	70279200	70281200	Alox12	8	5	6	3	-1.6	-2	5.5	-0.177729346101895	0.814274681289508
chr11	78554800	78556800	Tmem97	8	6	4	4	-1.33333333333333	0	5.5	0.722054312175032	2.92459330627598e-54
chr11	78788500	78790500	Lyrm9	6	5	7	4	-1.2	-1.75	5.5	-0.240490169839768	0.692600945881352
chr11	118999100	119001100	Enpp7	5	2	7	8	-2.5	1.14285714285714	5.5	0.38982909723421	NA
chr12	86658600	86660600	Vash1	5	8	3	6	1.6	2	5.5	0.487977185382671	0.0147706505297167
chr12	109522700	109524700	Meg3	6	3	9	4	-2	-2.25	5.5	NA	NA
chr13	3711800	3713800	Asb13	3	5	3	11	1.66666666666667	3.66666666666667	5.5	-0.364592395719258	0.0311481109513016
chr13	25569300	25571300	Nrsn1	11	5	4	2	-2.2	-2	5.5	NA	NA
chr13	54386700	54388700	Cplx2	6	3	9	4	-2	-2.25	5.5	0.010426586954003	0.897637441488536
chr13	59921900	59923900	Tut7	6	5	6	5	-1.2	-1.2	5.5	0.00450825810853209	0.938951748155984
chr13	74112900	74114900	Slc9a3	3	3	10	6	0	-1.66666666666667	5.5	1.11115524903215	NA
chr13	82316100	82318100	Mir3961	7	3	8	4	-2.33333333333333	-2	5.5	NA	NA
chr13	98647000	98649000	Tmem174	2	5	7	8	2.5	1.14285714285714	5.5	NA	NA
chr13	99579200	99581200	Map1b	6	6	6	4	0	-1.5	5.5	0.79161538522306	3.05500299256542e-102
chr14	57545900	57547900	Il17d	3	7	6	6	2.33333333333333	0	5.5	-0.593975780001845	0.00525681920336641
chr14	75444100	75446100	Siah3	2	6	6	8	3	1.33333333333333	5.5	NA	NA
chr14	99590100	99592100	Klf5	2	9	6	5	4.5	-1.2	5.5	-1.1932013496792	0.0424145355717907
chr16	21741100	21743100	Ehhadh	3	6	6	7	2	1.16666666666667	5.5	-0.116714100453135	0.724792429550906
chr16	42439900	42441900	Gap43	4	3	14	1	-1.33333333333333	-14	5.5	-2.01039041556785	0.596594573277906
chr18	60457700	60459700	Smim3	2	2	10	8	0	-1.25	5.5	-0.564696944020912	4.0855573957601e-07
chr19	15052100	15054100	Tle4	9	2	6	5	-4.5	-1.2	5.5	-0.544052453621555	0.000145770640479829
chr19	15339300	15341300	Psat1	9	5	1	7	-1.8	7	5.5	-0.179476016511667	0.013937319655596
chr19	25697900	25699900	Dmrt2	6	3	3	10	-2	3.33333333333333	5.5	NA	NA
chr19	57410600	57412600	Trub1	1	6	5	10	6	2	5.5	-0.388825635850663	2.64051736532054e-13
chr1	25032900	25034900	Adgrb3	8	2	7	4	-4	-1.75	5.25	0.46008588974019	0.401365422533333
chr1	72400400	72402400	Xrcc5	5	5	3	8	0	2.66666666666667	5.25	-0.320599616139097	7.77069684843129e-12
chr1	74226500	74228500	Arpc2	4	5	4	8	1.25	2	5.25	0.052585243597402	0.100905434892718
chr1	118824200	118827600	Mir6346	5	7	4	5	1.4	1.25	5.25	NA	NA
chr1	131045200	131047200	Mapkapk2	4	10	3	4	2.5	1.33333333333333	5.25	0.241868957243603	1.00624172073115e-10
chr1	132764900	132766900	Nfasc	3	1	7	10	-3	1.42857142857143	5.25	-2.23645102956955	0.616496369733802
chr1	169066200	169068200	Mir6354	6	5	6	4	-1.2	-1.5	5.25	NA	NA
chr1	181336100	181338100	Cnih3	8	3	5	5	-2.66666666666667	0	5.25	0.389856120805198	NA
chr1	185897800	185899800	Lyplal1	8	6	2	5	-1.33333333333333	2.5	5.25	0.604362674791424	3.57175594973973e-05
chr2	113923200	113925200	Arhgap11a	3	5	5	8	1.66666666666667	1.6	5.25	-1.29830474231788	6.67706270614461e-79
chr2	129383100	129385100	Il1b	7	3	4	7	-2.33333333333333	1.75	5.25	0.38982909723421	NA
chr2	169619900	169622500	Tshz2	7	7	3	4	0	1.33333333333333	5.25	NA	NA
chr2	178850000	178852000	Cdh26	8	1	6	6	-8	0	5.25	-2.01108229802012	1.79953550658525e-29
chr2	180436500	180438500	Slco4a1	7	5	5	4	-1.4	-1.25	5.25	NA	NA
chr2	180757800	180759800	Bhlhe23	4	4	10	3	0	-3.33333333333333	5.25	NA	NA
chr3	28224100	28226100	Tnik	7	7	3	4	0	1.33333333333333	5.25	2.74034869234641	0.000442363744160124
chr3	56235000	56237000	Nbea	7	3	6	5	-2.33333333333333	-1.2	5.25	-0.036510048340669	0.834483061000577
chr3	56457200	56459200	Nbea	6	4	5	6	-1.5	1.2	5.25	-0.036510048340669	0.834483061000577
chr3	102052800	102054800	Casq2	3	4	4	10	1.33333333333333	2.5	5.25	1.79704078737602	0.387515737978233
chr3	102979100	102981100	Sike1	5	3	3	10	-1.66666666666667	3.33333333333333	5.25	0.608888794745543	5.34215097416032e-10
chr3	142223200	142225200	Bmpr1b	4	3	6	8	-1.33333333333333	1.33333333333333	5.25	NA	NA
chr4	23513100	23515100	Mms22l	3	5	4	9	1.66666666666667	2.25	5.25	-1.23849939713032	1.93352770681512e-46
chr4	33594500	33596500	Mir8118	3	6	4	8	2	2	5.25	NA	NA
chr4	87730500	87732500	Mllt3	7	1	4	9	-7	2.25	5.25	-0.268074928208006	0.00450939461396921
chr4	100706400	100708400	Cachd1	3	5	7	6	1.66666666666667	-1.16666666666667	5.25	-1.24515309247476	1.09499281262818e-50
chr4	119665100	119667100	Guca2b	3	2	7	9	-1.5	1.28571428571429	5.25	NA	NA
chr4	124663100	124665800	Pou3f1	7	2	4	8	-3.5	2	5.25	1.11116310560845	NA
chr4	136966400	136968800	Epha8	4	5	2	10	1.25	5	5.25	4.46045001705481	6.25786972307084e-34
chr4	139974500	139979400	Klhdc7a	4	11	3	3	2.75	0	5.25	0.184853251290459	0.870397913798213
chr4	148414800	148418600	Ubiad1	8	7	4	2	-1.14285714285714	-2	5.25	-0.0328727741303414	0.742307082499639
chr4	149829700	149831700	Slc25a33	3	2	7	9	-1.5	1.28571428571429	5.25	0.112563125066336	0.445153095423007
chr4	153316700	153322200	Ajap1	6	7	2	6	1.16666666666667	3	5.25	NA	NA
chr5	73701000	73703000	Spata18	2	4	4	11	2	2.75	5.25	1.11116986148538	NA
chr5	105300600	105302600	Gbp6	5	9	4	3	1.8	-1.33333333333333	5.25	-2.2422073572539	1.26474275119206e-07
chr5	110826300	110828300	Hscb	4	7	6	4	1.75	-1.5	5.25	-0.5413580371534	6.74572982527875e-07
chr5	122091700	122093700	Myl2	3	5	7	6	1.66666666666667	-1.16666666666667	5.25	0.474934199688803	0.824053564738658
chr5	141201700	141203700	Sdk1	5	2	6	8	-2.5	1.33333333333333	5.25	1.11116986148538	NA
chr5	146911600	146913600	Gtf3a	3	4	6	8	1.33333333333333	1.33333333333333	5.25	-0.256516009558484	8.65739689985784e-07
chr6	22833300	22835300	Ptprz1	5	2	8	6	-2.5	-1.33333333333333	5.25	0.389828383733787	0.929941180541139
chr7	34869200	34871200	Pepd	4	3	4	10	-1.33333333333333	2.5	5.25	0.359899132194585	1.83477996574662e-07
chr7	46826700	46828700	Ldha	2	5	10	4	2.5	-2.5	5.25	0.0884048661188572	0.0638677938426604
chr7	62268400	62270400	Ndn	6	4	3	8	-1.5	2.66666666666667	5.25	NA	NA
chr7	80017700	80019700	Zfp710	6	6	2	7	0	3.5	5.25	-0.145621274746511	0.0719768542978933
chr7	100041100	100043700	Chrdl2	10	4	4	3	-2.5	-1.33333333333333	5.25	-0.331486073526418	0.894531762808765
chr7	144796400	144798400	Fgf3	6	7	5	3	1.16666666666667	-1.66666666666667	5.25	NA	NA
chr8	12009200	12011200	Tex29	5	5	8	3	0	-2.66666666666667	5.25	0.389822660639537	NA
chr8	89782100	89785000	Tox3	4	6	5	6	1.5	1.2	5.25	NA	NA
chr8	102552800	102554800	Cdh11	5	4	6	6	-1.25	0	5.25	-0.521962823819054	2.22794021894142e-93
chr9	15773800	15775800	Slc36a4	6	4	4	7	-1.5	1.75	5.25	0.333729294356649	4.66956400216904e-09
chr9	66294200	66296200	Dapk2	4	3	10	4	-1.33333333333333	-2.5	5.25	2.42495155282174	5.07158525859009e-09
chr10	9252700	9254700	Sash1	4	1	8	8	-4	0	5.25	0.105787675039639	0.0681389006328915
chr10	31294700	31296700	Hddc2	6	5	3	7	-1.2	2.33333333333333	5.25	-0.00139990460140816	0.989713592243513
chr10	125798100	125800100	Lrig3	12	2	3	4	-6	1.33333333333333	5.25	-1.26869808397792	2.84693231371608e-92
chr11	26814700	26816700	Vrk2	5	3	9	4	-1.66666666666667	-2.25	5.25	0.192861405849622	0.0293715552841832
chr11	43343900	43345900	Mir146	4	3	11	3	-1.33333333333333	-3.66666666666667	5.25	NA	NA
chr11	63214500	63216500	Pmp22	9	3	2	7	-3	3.5	5.25	-1.55712522034038	1.77228051043964e-228
chr11	82487000	82489000	Tmem132e	3	4	9	5	1.33333333333333	-1.8	5.25	NA	NA
chr11	84603900	84605900	Lhx1os	7	0	6	8	-Inf	1.33333333333333	5.25	-0.331477887569045	NA
chr11	93828400	93830600	Utp18	7	4	4	6	-1.75	1.5	5.25	-0.0328823619251704	0.66764851481525
chr11	98281440	98283440	Mir5119	5	4	9	3	-1.25	-3	5.25	NA	NA
chr11	107811700	107814600	Cacng4	5	4	7	5	-1.25	-1.4	5.25	0.154427726197974	0.929866718495707
chr11	111827400	111829400	Kcnj2	6	4	6	5	-1.5	-1.2	5.25	1.09542863559409	0.418007216166407
chr12	31227900	31229900	Lamb1	5	9	4	3	1.8	-1.33333333333333	5.25	-2.07443083457203	3.38744399897649e-296
chr13	34462400	34464400	Slc22a23	5	3	6	7	-1.66666666666667	1.16666666666667	5.25	0.444668374207174	0.252638030703003
chr13	40854700	40856700	Gcnt2	4	6	4	7	1.5	1.75	5.25	-1.07689725961766	0.104854206812031
chr13	50981000	50983000	Spin1	6	6	3	6	0	2	5.25	-0.275651174861848	2.04933466244781e-17
chr13	112227300	112229300	Ankrd55	4	4	9	4	0	-2.25	5.25	0.297827305771312	0.689347619835068
chr14	20047200	20049200	Saysd1	3	10	6	2	3.33333333333333	-3	5.25	0.989641051416846	3.78724713032693e-06
chr15	78266600	78269800	Ncf4	4	4	4	9	0	2.25	5.25	NA	NA
chr15	84777600	84779600	Arhgap8	5	1	6	9	-5	1.5	5.25	-2.959193609519	NA
chr16	97291900	97293900	Bace2	7	5	8	1	-1.4	-8	5.25	-3.68565088388763	0.0246375773126635
chr17	49951600	49953600	Kif6	3	5	6	7	1.66666666666667	1.16666666666667	5.25	-0.090593176600281	0.783349941085451
chr17	66480100	66482100	Rab12	8	5	6	2	-1.6	-3	5.25	-0.319342878033912	1.82702237740332e-13
chr17	72794500	72796500	Ypel5	8	4	5	4	-2	-1.25	5.25	0.487164184025558	1.85037265795631e-24
chr18	6530200	6532200	Epc1	2	9	5	5	4.5	0	5.25	0.262120655813531	0.012303063358134
chr18	53087700	53089700	Snx2	4	5	7	5	1.25	-1.4	5.25	0.389344947312088	6.67046677336233e-24
chr18	64849100	64851100	Nedd4l	5	7	5	4	1.4	-1.25	5.25	0.0975052085053737	0.603337665177091
chr19	49738700	49740700	Sorcs1	4	4	5	8	0	1.6	5.25	NA	NA
chr1	16171700	16173700	Rdh10	6	5	4	5	-1.2	1.25	5	0.22977212623622	0.0135781385712286
chr1	75565200	75567200	Slc4a3	5	3	7	5	-1.66666666666667	-1.4	5	-0.0874686438051045	0.577598872897727
chr1	128685200	128688400	Cxcr4	6	5	3	6	-1.2	2	5	-1.90477963938834	0.428282847086772
chr1	165717000	165719055	Rcsd1	4	7	4	5	1.75	1.25	5	-0.827990660625695	0.364204922252165
chr1	169458700	169460700	Nuf2	5	1	7	7	-5	0	5	-1.40918395672019	1.10049792901263e-103
chr1	186144500	186146500	Lyplal1	6	4	5	5	-1.5	0	5	0.604362674791424	3.57175594973973e-05
chr2	3822600	3824600	Fam107b	10	4	3	3	-2.5	0	5	-1.24060407539002	6.46021880321734e-147
chr2	12018300	12020300	Itga8	7	4	4	5	-1.75	1.25	5	-1.58364854684719	2.30828494651448e-105
chr2	29266000	29268000	Ntng2	2	7	3	8	3.5	2.66666666666667	5	0.440204639391596	8.54418112820614e-07
chr2	77351500	77353500	Sestd1	1	1	6	12	0	2	5	0.136316293723235	0.00595428291766045
chr2	79120300	79122300	Itga4	3	6	9	2	2	-4.5	5	-0.055985500202802	0.895258703920061
chr2	105426200	105428200	Rcn1	4	5	6	5	1.25	-1.2	5	0.461511034562381	3.07916810163294e-36
chr2	105516000	105518000	Rcn1	3	3	10	4	0	-2.5	5	0.461511034562381	3.07916810163294e-36
chr2	123349200	123351200	Sqor	3	8	0	9	2.66666666666667	Inf	5	-0.126859155827293	0.16893574750844
chr2	160450100	160452100	Mafb	8	6	3	3	-1.33333333333333	0	5	NA	NA
chr2	172269800	172271800	Mc3r	9	3	5	3	-3	-1.66666666666667	5	NA	NA
chr2	172738300	172741400	Tfap2c	5	4	7	4	-1.25	-1.75	5	-0.659589161793258	0.834342774372391
chr2	174752800	174754800	Edn3	8	4	4	4	-2	0	5	NA	NA
chr3	8683900	8686800	Hey1	3	10	4	3	3.33333333333333	-1.33333333333333	5	0.422862324252235	0.664627906022612
chr3	51348000	51350000	Elf2	1	3	6	10	3	1.66666666666667	5	0.191953815538503	1.35329550405278e-07
chr3	56697600	56699800	Nbea	6	5	5	4	-1.2	-1.25	5	-0.036510048340669	0.834483061000577
chr3	56954600	56956600	Tm4sf1	7	1	9	3	-7	-3	5	0.918009122716738	1.23183121268825e-34
chr3	70456400	70458400	Otol1	6	7	3	4	1.16666666666667	1.33333333333333	5	NA	NA
chr3	99842300	99844300	Spag17	2	4	5	9	2	1.8	5	NA	NA
chr3	101929000	101931000	Slc22a15	5	3	8	4	-1.66666666666667	-2	5	0.00058064989544248	0.997034619096501
chr3	104630500	104632500	Slc16a1	10	2	5	3	-5	-1.66666666666667	5	-0.138391281627211	0.0395807616839833
chr4	80891800	80893800	Lurap1l	6	6	2	6	0	3	5	-1.6105098539656	3.0997205442009e-40
chr4	125158000	125160000	Zc3h12a	4	7	1	8	1.75	8	5	-0.0702621173075082	0.710397279201051
chr4	127251400	127253400	Smim12	7	5	5	3	-1.4	-1.66666666666667	5	0.0574484910418066	0.58926530195502
chr4	148397000	148400600	Ubiad1	6	1	9	4	-6	-2.25	5	-0.0328727741303414	0.742307082499639
chr5	28002800	28004800	Insig1	4	7	7	2	1.75	-3.5	5	0.404180532613572	2.9402342826413e-31
chr5	35146400	35148400	Lrpap1	2	6	9	3	3	-3	5	-0.0355510797401883	0.57640359305516
chr5	119791300	119795000	Tbx5	4	3	10	3	-1.33333333333333	-3.33333333333333	5	NA	NA
chr5	119809984	119811984	Tbx5	3	6	7	4	2	-1.75	5	NA	NA
chr5	129760700	129762700	Nipsnap2	2	5	4	9	2.5	2.25	5	-0.0715953556496881	0.107087022534641
chr5	134857600	134859600	Tmem270	3	4	7	6	1.33333333333333	-1.16666666666667	5	NA	NA
chr5	134887100	134889100	Tmem270	6	6	0	8	0	Inf	5	NA	NA
chr7	55744000	55746000	Siglech	6	5	2	7	-1.2	3.5	5	-1.05297251177051	NA
chr7	109195600	109198000	Lmo1	6	7	2	5	1.16666666666667	2.5	5	0.38982909723421	NA
chr7	133491600	133493600	Tex36	3	1	11	5	-3	-2.2	5	-0.331477887569044	NA
chr7	139762000	139764000	Mir6401	8	0	5	7	-Inf	1.4	5	NA	NA
chr8	11914400	11916400	Tex29	3	6	5	6	2	1.2	5	0.389822660639537	NA
chr8	24487700	24489700	Tcim	4	5	6	5	1.25	-1.2	5	-3.09240733291087	0.00011771867956522
chr8	48980700	48982700	Tenm3	10	1	7	2	-10	-3.5	5	1.81788236357461	NA
chr8	62284000	62286000	Anxa10	9	2	6	3	-4.5	-2	5	NA	NA
chr8	83134300	83136300	Tbc1d9	8	5	2	5	-1.6	2.5	5	4.06677493509212	0.0286505310508862
chr8	89107300	89109300	Sall1	9	5	4	2	-1.8	-2	5	NA	NA
chr8	113854400	113856400	Adamts18	1	4	7	8	4	1.14285714285714	5	10.9868969779784	6.09105074979774e-26
chr9	57974700	57976700	Cyp11a1	5	3	6	6	-1.66666666666667	0	5	1.73495244925673	0.331107305266933
chr9	61537500	61540400	Tle3	7	2	5	6	-3.5	1.2	5	0.395863919096745	2.49038658844737e-25
chr9	115475900	115479100	Mir467h	3	6	3	8	2	2.66666666666667	5	NA	NA
chr9	121549500	121551500	Lyzl4os	6	5	6	3	-1.2	-2	5	NA	NA
chr10	19814400	19816400	Slc35d3	7	6	4	3	-1.16666666666667	-1.33333333333333	5	0.115949239546954	0.938383029200354
chr10	87446400	87448800	Ascl1	7	4	7	2	-1.75	-3.5	5	NA	NA
chr11	41531200	41533200	Gabrg2	7	2	7	4	-3.5	-1.75	5	NA	NA
chr11	103764300	103766300	Wnt3	4	5	5	6	1.25	1.2	5	0.38982909723421	NA
chr12	13208200	13210400	Ddx1	6	2	7	5	-3	-1.4	5	0.0756436453795206	0.222910054954096
chr12	27575100	27577100	Sox11	5	6	4	5	1.2	1.25	5	-2.43310846065906	8.6775222245999e-121
chr12	103361600	103363600	Asb2	6	3	3	8	-2	2.66666666666667	5	-0.90936701605426	0.0132295086709783
chr12	111133800	111135800	Traf3	4	5	5	6	1.25	1.2	5	-0.0780066611551795	0.324808929290919
chr13	15052300	15054300	Gli3	4	12	1	3	3	3	5	-0.770683682380758	2.78742591699668e-60
chr13	41707000	41709000	Adtrp	3	4	8	5	1.33333333333333	-1.6	5	NA	NA
chr13	43773300	43775300	Cd83	5	4	4	7	-1.25	1.75	5	NA	NA
chr13	43895100	43897100	Cd83	7	3	9	1	-2.33333333333333	-9	5	NA	NA
chr13	54384300	54386300	Cplx2	2	6	6	6	3	0	5	0.010426586954003	0.897637441488536
chr13	54837400	54839600	Tspan17	5	1	4	10	-5	2.5	5	-0.215882189807908	0.00502069996015553
chr13	73297800	73300800	Ndufs6	5	5	4	6	0	1.5	5	0.0696218703090532	0.36862558964645
chr13	95911500	95913500	Iqgap2	3	4	4	9	1.33333333333333	2.25	5	-0.819921945200145	0.0056529542390813
chr14	51902400	51904400	Ndrg2	2	5	9	4	2.5	-2.25	5	1.13585299981572	NA
chr14	55204400	55206400	Dhrs2	4	3	6	7	-1.33333333333333	1.16666666666667	5	NA	NA
chr14	57083300	57085300	Gjb2	6	5	2	7	-1.2	3.5	5	NA	NA
chr14	68056100	68058100	Nefl	5	6	8	1	1.2	-8	5	NA	NA
chr14	99577300	99581200	Klf5	4	1	11	4	-4	-2.75	5	-1.1932013496792	0.0424145355717907
chr14	103897000	103900900	Ednrb	8	9	1	2	1.125	2	5	0.38982909723421	NA
chr15	83764900	83766900	Mpped1	8	2	7	3	-4	-2.33333333333333	5	0.38982217574915	NA
chr15	84351600	84353600	Parvg	3	4	7	6	1.33333333333333	-1.16666666666667	5	-2.40165020568787	0.300911457113447
chr15	103061403	103063403	Hoxc4	4	8	3	5	2	1.66666666666667	5	-0.170783173989027	0.694154690507093
chr17	53247000	53249000	Efhb	5	4	6	5	-1.25	-1.2	5	0.00621066606078623	0.994743025054742
chr18	4036300	4038300	Lyzl1	6	3	6	5	-2	-1.2	5	NA	NA
chr18	13114900	13117900	Hrh4	5	8	1	6	1.6	6	5	NA	NA
chr18	34068900	34070900	Epb41l4a	1	7	3	9	7	3	5	0.0931461474871434	0.0680649682375586
chr18	57850000	57852000	Slc12a2	6	5	4	5	-1.2	1.25	5	-0.396166608038172	1.12885288645241e-14
chr18	74809500	74811500	Acaa2	6	7	4	3	1.16666666666667	-1.33333333333333	5	0.528601984614999	7.59864954834142e-14
chr19	14891200	14893200	Tle4	2	4	9	5	2	-1.8	5	-0.544052453621555	0.000145770640479829
chr19	24989800	24991800	Dock8	8	7	4	1	-1.14285714285714	-4	5	-0.474672636917675	0.0186696194548135
chr1	11329500	11331500	Prex2	8	1	6	4	-8	-1.5	4.75	-0.692461535415882	8.51963176652645e-05
chr1	16152500	16154500	Rdh10	2	8	4	5	4	1.25	4.75	0.22977212623622	0.0135781385712286
chr1	23425700	23427700	Ogfrl1	4	3	8	4	-1.33333333333333	-2	4.75	-0.246424320007053	0.0374402966164827
